ensembl_gene_id,entrezgene,hgnc_symbol,gene_biotype,wikigene_description
ENSG00000179455,7681,MKRN3,protein_coding,makorin ring finger protein 3
ENSG00000257475,NA,,sense_intronic,
ENSG00000072849,51009,DERL2,protein_coding,derlin 2
ENSG00000137207,25844,YIPF3,protein_coding,Yip1 domain family member 3
ENSG00000174652,10781,ZNF266,protein_coding,zinc finger protein 266
ENSG00000198492,51441,YTHDF2,protein_coding,YTH N6-methyladenosine RNA binding protein 2
ENSG00000102001,778,CACNA1F,protein_coding,calcium voltage-gated channel subunit alpha1 F
ENSG00000182931,280664,WFDC10B,protein_coding,WAP four-disulfide core domain 10B
ENSG00000213290,NA,PGK1P2,processed_pseudogene,
ENSG00000279905,NA,,TEC,
ENSG00000198464,147657,ZNF480,protein_coding,zinc finger protein 480
ENSG00000189058,347,APOD,protein_coding,apolipoprotein D
ENSG00000161714,113026,PLCD3,protein_coding,phospholipase C delta 3
ENSG00000205636,100113404,LINC00583,lincRNA,long intergenic non-protein coding RNA 583
ENSG00000271496,NA,SNRPGP20,processed_pseudogene,
ENSG00000054793,10079,ATP9A,protein_coding,ATPase phospholipid transporting 9A (putative)
ENSG00000228569,NA,,lincRNA,
ENSG00000126550,3346,HTN1,protein_coding,histatin 1
ENSG00000230291,NA,,processed_pseudogene,
ENSG00000122707,8434,RECK,protein_coding,reversion inducing cysteine rich protein with kazal motifs
ENSG00000229409,NA,,processed_pseudogene,
ENSG00000272108,NA,,lincRNA,
ENSG00000167778,84926,SPRYD3,protein_coding,SPRY domain containing 3
ENSG00000131018,23345,SYNE1,protein_coding,spectrin repeat containing nuclear envelope protein 1
ENSG00000152582,79925,SPEF2,protein_coding,sperm flagellar 2
ENSG00000187682,3266,ERAS,protein_coding,ES cell expressed Ras
ENSG00000159905,7638,ZNF221,protein_coding,zinc finger protein 221
ENSG00000233095,3135,HLA-G,protein_coding,major histocompatibility complex, class I, G
ENSG00000233593,105378853,,processed_transcript,uncharacterized LOC105378853
ENSG00000196335,56164,STK31,protein_coding,serine/threonine kinase 31
ENSG00000122224,4063,LY9,protein_coding,lymphocyte antigen 9
ENSG00000113205,56132,PCDHB3,protein_coding,protocadherin beta 3
ENSG00000106113,1395,CRHR2,protein_coding,corticotropin releasing hormone receptor 2
ENSG00000214279,619207,,transcribed_unitary_pseudogene,scavenger receptor protein family member
ENSG00000183747,123876,ACSM2A,protein_coding,acyl-CoA synthetase medium-chain family member 2A
ENSG00000005483,55904,KMT2E,protein_coding,lysine methyltransferase 2E
ENSG00000274618,8361,HIST1H4F,protein_coding,histone cluster 1, H4f
ENSG00000120071,284058,KANSL1,protein_coding,KAT8 regulatory NSL complex subunit 1
ENSG00000240376,NA,,processed_pseudogene,
ENSG00000276997,NA,,lincRNA,
ENSG00000256806,NA,C17orf100,lincRNA,
ENSG00000233238,449492,DEFA9P,unprocessed_pseudogene,defensin alpha 9, pseudogene
ENSG00000133488,284904,SEC14L4,protein_coding,SEC14 like lipid binding 4
ENSG00000226543,NA,MYL6P1,processed_pseudogene,
ENSG00000240230,90639,COX19,protein_coding,COX19 cytochrome c oxidase assembly factor
ENSG00000206446,NA,,processed_transcript,
ENSG00000122008,51426,POLK,protein_coding,polymerase (DNA) kappa
ENSG00000226968,NA,LINC00423,lincRNA,
ENSG00000261170,NA,,antisense,
ENSG00000230471,NA,,lincRNA,
ENSG00000272094,NA,,lincRNA,
ENSG00000235444,NA,PSMB3P2,processed_pseudogene,
ENSG00000262096,NA,PCDHB19P,transcribed_unprocessed_pseudogene,
ENSG00000175309,85007,PHYKPL,protein_coding,5-phosphohydroxy-L-lysine phospho-lyase
ENSG00000055044,51602,NOP58,protein_coding,NOP58 ribonucleoprotein
ENSG00000243276,NA,,lincRNA,
ENSG00000276422,NA,,lincRNA,
ENSG00000238003,NA,,processed_pseudogene,
ENSG00000188004,284677,C1orf204,protein_coding,chromosome 1 open reading frame 204
ENSG00000198754,64064,OXCT2,protein_coding,3-oxoacid CoA-transferase 2
ENSG00000259281,101929478,LINGO1-AS2,antisense,LINGO1 antisense RNA 2
ENSG00000228275,NA,ARMCX3-AS1,antisense,
ENSG00000248560,NA,,processed_pseudogene,
ENSG00000241669,104310350,LINC01327,lincRNA,long intergenic non-protein coding RNA 1327
ENSG00000279630,NA,,TEC,
ENSG00000236886,NA,,antisense,
ENSG00000227011,NA,C17orf112,lincRNA,
ENSG00000236194,NA,,sense_intronic,
ENSG00000230303,NA,,lincRNA,
ENSG00000229642,NA,,lincRNA,
ENSG00000237554,NA,RPL7AP7,processed_pseudogene,
ENSG00000182613,285659,OR2V2,protein_coding,olfactory receptor family 2 subfamily V member 2
ENSG00000214754,NA,,processed_pseudogene,
ENSG00000280415,NA,,TEC,
ENSG00000198105,57209,ZNF248,protein_coding,zinc finger protein 248
ENSG00000256452,NA,,antisense,
ENSG00000223829,NA,,processed_transcript,
ENSG00000255835,NA,,protein_coding,
ENSG00000273007,NA,,antisense,
ENSG00000244550,NA,,processed_transcript,
ENSG00000279377,NA,,TEC,
ENSG00000250884,NA,OR7E85P,unprocessed_pseudogene,
ENSG00000276149,NA,,transcribed_processed_pseudogene,
ENSG00000267544,NA,,processed_pseudogene,
ENSG00000254710,NA,,antisense,
ENSG00000248105,NA,,processed_pseudogene,
ENSG00000272727,NA,,lincRNA,
ENSG00000205331,NA,OR6C72P,unprocessed_pseudogene,
ENSG00000273006,NA,,lincRNA,
ENSG00000271095,NA,BNIP3P28,processed_pseudogene,
ENSG00000258017,NA,,antisense,
ENSG00000269439,NA,,lincRNA,
ENSG00000173503,4049,LTA,protein_coding,lymphotoxin alpha
ENSG00000281800,NA,ICE2P1,processed_pseudogene,
ENSG00000138095,10128,LRPPRC,protein_coding,leucine rich pentatricopeptide repeat containing
ENSG00000170161,NA,,lincRNA,
ENSG00000269615,NA,,processed_pseudogene,
ENSG00000278053,11056,DDX52,protein_coding,DEAD-box helicase 52
ENSG00000253767,9708,PCDHGA8,protein_coding,protocadherin gamma subfamily A, 8
ENSG00000249000,NA,,lincRNA,
ENSG00000225280,NA,,antisense,
ENSG00000271573,NA,,processed_pseudogene,
ENSG00000263563,NA,UBBP4,transcribed_unprocessed_pseudogene,
ENSG00000138061,1545,CYP1B1,protein_coding,cytochrome P450 family 1 subfamily B member 1
ENSG00000205903,100131017,ZNF316,protein_coding,zinc finger protein 316
ENSG00000245080,100500907,MIR3150B,antisense,microRNA 3150b
ENSG00000245080,100500907,MIR3150B,antisense,uncharacterized LOC105375650
ENSG00000245080,105375650,MIR3150B,antisense,microRNA 3150b
ENSG00000245080,105375650,MIR3150B,antisense,uncharacterized LOC105375650
ENSG00000269584,NA,TDGF1P7,processed_pseudogene,
ENSG00000136895,84253,GARNL3,protein_coding,GTPase activating Rap/RanGAP domain like 3
ENSG00000236346,4795,NFKBIL1,protein_coding,NFKB inhibitor like 1
ENSG00000235067,203068,TUBB,protein_coding,tubulin beta class I
ENSG00000166250,79827,CLMP,protein_coding,CXADR-like membrane protein
ENSG00000268047,NA,,antisense,
ENSG00000279810,NA,,TEC,
ENSG00000236378,101928326,,lincRNA,uncharacterized LOC101928326
ENSG00000225570,NA,,lincRNA,
ENSG00000219622,NA,,processed_pseudogene,
ENSG00000133321,5920,RARRES3,protein_coding,retinoic acid receptor responder 3
ENSG00000279762,NA,,antisense,
ENSG00000139880,64403,CDH24,protein_coding,cadherin 24
ENSG00000260742,NA,,antisense,
ENSG00000279721,NA,,TEC,
ENSG00000250993,NA,,lincRNA,
ENSG00000264869,NA,,lincRNA,
ENSG00000268361,NA,,protein_coding,
ENSG00000183307,27439,CECR6,protein_coding,cat eye syndrome chromosome region, candidate 6
ENSG00000255102,NA,,lincRNA,
ENSG00000251433,NA,CCNHP1,processed_pseudogene,
ENSG00000104369,56704,JPH1,protein_coding,junctophilin 1
ENSG00000130055,54857,GDPD2,protein_coding,glycerophosphodiester phosphodiesterase domain containing 2
ENSG00000236727,NA,MICC,unprocessed_pseudogene,
ENSG00000236859,254128,NIFK-AS1,antisense,NIFK antisense RNA 1
ENSG00000132471,23558,WBP2,protein_coding,WW domain binding protein 2
ENSG00000166704,80095,ZNF606,protein_coding,zinc finger protein 606
ENSG00000198242,6147,RPL23A,protein_coding,ribosomal protein L23a
ENSG00000267365,400617,KCNJ2-AS1,antisense,KCNJ2 antisense RNA 1 (head to head)
ENSG00000228687,NA,,unprocessed_pseudogene,
ENSG00000270611,NA,,processed_pseudogene,
ENSG00000189042,163081,ZNF567,protein_coding,zinc finger protein 567
ENSG00000270352,NA,,processed_pseudogene,
ENSG00000181218,92815,HIST3H2A,protein_coding,histone cluster 3, H2a
ENSG00000218016,NA,ZNF192P2,unprocessed_pseudogene,
ENSG00000067606,5590,PRKCZ,protein_coding,protein kinase C zeta
ENSG00000125484,9329,GTF3C4,protein_coding,general transcription factor IIIC subunit 4
ENSG00000274565,NA,,antisense,
ENSG00000267758,NA,,antisense,
ENSG00000224253,NA,HCG9P5,unprocessed_pseudogene,
ENSG00000273476,NA,,lincRNA,
ENSG00000173825,220359,TIGD3,protein_coding,tigger transposable element derived 3
ENSG00000198090,81871,KRTAP4-6,protein_coding,keratin associated protein 4-6
ENSG00000226101,101928205,,lincRNA,uncharacterized LOC101928205
ENSG00000253485,56110,PCDHGA5,protein_coding,protocadherin gamma subfamily A, 5
ENSG00000279754,NA,,TEC,
ENSG00000223920,NA,,processed_pseudogene,
ENSG00000248872,100506122,,lincRNA,uncharacterized LOC100506122
ENSG00000251356,NA,RAB5CP2,processed_pseudogene,
ENSG00000135541,54806,AHI1,protein_coding,Abelson helper integration site 1
ENSG00000206195,503637,,processed_transcript,double homeobox A pseudogene 8
ENSG00000206195,503637,,processed_transcript,long intergenic non-protein coding RNA 1296
ENSG00000206195,642477,,processed_transcript,double homeobox A pseudogene 8
ENSG00000206195,642477,,processed_transcript,long intergenic non-protein coding RNA 1296
ENSG00000280604,NA,PCBP3-OT1,sense_overlapping,
ENSG00000233756,100874326,DSCAM-IT1,sense_intronic,DSCAM intronic transcript 1
ENSG00000261606,NA,,processed_transcript,
ENSG00000136839,286362,OR13C9,protein_coding,olfactory receptor family 13 subfamily C member 9
ENSG00000238245,NA,MYO5BP2,processed_pseudogene,
ENSG00000007392,55692,LUC7L,protein_coding,LUC7 like
ENSG00000162804,25992,SNED1,protein_coding,sushi, nidogen and EGF like domains 1
ENSG00000228116,9374,PPT2,protein_coding,palmitoyl-protein thioesterase 2
ENSG00000231716,NA,CDY23P,unprocessed_pseudogene,
ENSG00000115461,3488,IGFBP5,protein_coding,insulin like growth factor binding protein 5
ENSG00000267589,NA,,processed_pseudogene,
ENSG00000135968,9648,GCC2,protein_coding,GRIP and coiled-coil domain containing 2
ENSG00000204745,NA,,unprocessed_pseudogene,
ENSG00000233615,NA,HNRNPA1P42,processed_pseudogene,
ENSG00000226392,NA,MTATP6P21,unprocessed_pseudogene,
ENSG00000261618,NA,,lincRNA,
ENSG00000176371,54993,ZSCAN2,protein_coding,zinc finger and SCAN domain containing 2
ENSG00000275674,NA,,protein_coding,
ENSG00000261405,NA,,transcribed_unprocessed_pseudogene,
ENSG00000270322,NA,,unprocessed_pseudogene,
ENSG00000231344,NA,,processed_pseudogene,
ENSG00000270506,NA,,processed_pseudogene,
ENSG00000260381,NA,,antisense,
ENSG00000276855,NA,,lincRNA,
ENSG00000196421,NA,LINC00176,protein_coding,
ENSG00000057252,6646,SOAT1,protein_coding,sterol O-acyltransferase 1
ENSG00000271166,NA,,processed_pseudogene,
ENSG00000144712,23066,CAND2,protein_coding,cullin associated and neddylation dissociated 2 (putative)
ENSG00000267368,100134938,UPK3BL,protein_coding,uroplakin 3B-like
ENSG00000225929,105373100,,antisense,uncharacterized LOC105373100
ENSG00000259843,NA,,antisense,
ENSG00000249522,NA,,processed_pseudogene,
ENSG00000223342,NA,,lincRNA,
ENSG00000232944,NA,,processed_pseudogene,
ENSG00000131966,55860,ACTR10,protein_coding,actin-related protein 10 homolog
ENSG00000171444,4163,MCC,protein_coding,mutated in colorectal cancers
ENSG00000106479,643641,ZNF862,protein_coding,zinc finger protein 862
ENSG00000134901,79070,KDELC1,protein_coding,KDEL motif containing 1
ENSG00000140943,8720,MBTPS1,protein_coding,membrane bound transcription factor peptidase, site 1
ENSG00000257853,NA,MED15P1,transcribed_unprocessed_pseudogene,
ENSG00000162139,10825,NEU3,protein_coding,neuraminidase 3 (membrane sialidase)
ENSG00000112972,3157,HMGCS1,protein_coding,3-hydroxy-3-methylglutaryl-CoA synthase 1
ENSG00000282084,100134869,UBE2Q2P2,transcribed_unprocessed_pseudogene,ubiquitin conjugating enzyme E2 Q2 pseudogene 2
ENSG00000234588,NA,FABP5P14,processed_pseudogene,
ENSG00000242034,NA,,processed_pseudogene,
ENSG00000237930,NA,,processed_pseudogene,
ENSG00000104299,55756,INTS9,protein_coding,integrator complex subunit 9
ENSG00000163798,22950,SLC4A1AP,protein_coding,solute carrier family 4 member 1 adaptor protein
ENSG00000148296,6838,SURF6,protein_coding,surfeit 6
ENSG00000233599,89870,TRIM15,protein_coding,tripartite motif containing 15
ENSG00000232493,NA,RPL12P11,processed_pseudogene,
ENSG00000236580,NA,,processed_pseudogene,
ENSG00000258352,NA,,transcribed_processed_pseudogene,
ENSG00000215347,NA,SLC25A5P1,processed_pseudogene,
ENSG00000274154,NA,,processed_pseudogene,
ENSG00000113140,6678,SPARC,protein_coding,secreted protein acidic and cysteine rich
ENSG00000260327,NA,ACTR3BP3,processed_pseudogene,
ENSG00000235804,NA,,processed_pseudogene,
ENSG00000106631,58498,MYL7,protein_coding,myosin light chain 7
ENSG00000183597,128989,TANGO2,protein_coding,transport and golgi organization 2 homolog
ENSG00000262468,100507501,LINC01569,lincRNA,long intergenic non-protein coding RNA 1569
ENSG00000132694,9826,ARHGEF11,protein_coding,Rho guanine nucleotide exchange factor 11
ENSG00000122133,5047,PAEP,protein_coding,progestagen associated endometrial protein
ENSG00000205449,NA,NBPF22P,transcribed_unprocessed_pseudogene,
ENSG00000127328,117177,RAB3IP,protein_coding,RAB3A interacting protein
ENSG00000091010,5459,POU4F3,protein_coding,POU class 4 homeobox 3
ENSG00000122034,2971,GTF3A,protein_coding,general transcription factor IIIA
ENSG00000112984,10112,KIF20A,protein_coding,kinesin family member 20A
ENSG00000275199,10000,AKT3,protein_coding,AKT serine/threonine kinase 3
ENSG00000116580,54856,GON4L,protein_coding,gon-4 like
ENSG00000127083,4958,OMD,protein_coding,osteomodulin
ENSG00000276912,NA,KIR3DP1,unprocessed_pseudogene,
ENSG00000248343,NA,,antisense,
ENSG00000111339,420,ART4,protein_coding,ADP-ribosyltransferase 4 (Dombrock blood group)
ENSG00000242768,NA,,processed_pseudogene,
ENSG00000151726,2180,ACSL1,protein_coding,acyl-CoA synthetase long-chain family member 1
ENSG00000228953,NA,,processed_pseudogene,
ENSG00000159788,6002,RGS12,protein_coding,regulator of G-protein signaling 12
ENSG00000206341,NA,HLA-H,unprocessed_pseudogene,
ENSG00000238134,10919,EHMT2,protein_coding,euchromatic histone lysine methyltransferase 2
ENSG00000254965,NA,C1DP5,processed_pseudogene,
ENSG00000270457,NA,,lincRNA,
ENSG00000258822,NA,OR4K16P,unprocessed_pseudogene,
ENSG00000254562,101928536,LINC01493,lincRNA,long intergenic non-protein coding RNA 1493
ENSG00000250268,NA,ALG1L14P,unprocessed_pseudogene,
ENSG00000282591,NA,FAM138F,lincRNA,
ENSG00000267517,NA,,lincRNA,
ENSG00000213977,30851,TAX1BP3,protein_coding,Tax1 binding protein 3
ENSG00000262413,NA,,antisense,
ENSG00000273419,NA,,antisense,
ENSG00000235248,NA,OR13C1P,unprocessed_pseudogene,
ENSG00000238114,4050,LTB,protein_coding,lymphotoxin beta
ENSG00000281831,NA,HCP5B,lincRNA,
ENSG00000260133,NA,CA5AP1,unprocessed_pseudogene,
ENSG00000137707,54766,BTG4,protein_coding,BTG family member 4
ENSG00000251647,NA,,processed_pseudogene,
ENSG00000278012,NA,,sense_intronic,
ENSG00000166128,51762,RAB8B,protein_coding,RAB8B, member RAS oncogene family
ENSG00000188712,NA,OR13D3P,unprocessed_pseudogene,
ENSG00000104967,4858,NOVA2,protein_coding,NOVA alternative splicing regulator 2
ENSG00000237138,NA,HUNK-AS1,antisense,
ENSG00000267400,NA,,processed_pseudogene,
ENSG00000257474,NA,,lincRNA,
ENSG00000118402,6785,ELOVL4,protein_coding,ELOVL fatty acid elongase 4
ENSG00000229598,NA,PRDX3P1,processed_pseudogene,
ENSG00000261298,NA,,lincRNA,
ENSG00000231130,NA,HLA-T,unprocessed_pseudogene,
ENSG00000268295,NA,POLR3GP1,transcribed_processed_pseudogene,
ENSG00000274113,353514,LILRA5,protein_coding,leukocyte immunoglobulin like receptor A5
ENSG00000248114,NA,,unprocessed_pseudogene,
ENSG00000242992,NA,FTH1P4,processed_pseudogene,
ENSG00000266915,NA,MRPS5P4,processed_pseudogene,
ENSG00000116649,6723,SRM,protein_coding,spermidine synthase
ENSG00000238024,NA,DDX39BP2,unprocessed_pseudogene,
ENSG00000204241,100128239,,lincRNA,uncharacterized LOC100128239
ENSG00000226498,NA,RPSAP21,transcribed_processed_pseudogene,
ENSG00000250715,NA,,processed_pseudogene,
ENSG00000241043,NA,GVQW1,protein_coding,
ENSG00000149651,391253,SPINT4,protein_coding,serine peptidase inhibitor, Kunitz type 4
ENSG00000134242,26191,PTPN22,protein_coding,protein tyrosine phosphatase, non-receptor type 22
ENSG00000266101,NA,,antisense,
ENSG00000237784,NA,,processed_pseudogene,
ENSG00000240068,NA,RPL21P42,processed_pseudogene,
ENSG00000197579,10210,TOPORS,protein_coding,TOP1 binding arginine/serine rich protein
ENSG00000142149,30811,HUNK,protein_coding,hormonally up-regulated Neu-associated kinase
ENSG00000223467,NA,CALM1P1,processed_pseudogene,
ENSG00000229498,NA,,antisense,
ENSG00000108352,51195,RAPGEFL1,protein_coding,Rap guanine nucleotide exchange factor like 1
ENSG00000111300,80018,NAA25,protein_coding,N(alpha)-acetyltransferase 25, NatB auxiliary subunit
ENSG00000105928,1687,DFNA5,protein_coding,DFNA5, deafness associated tumor suppressor
ENSG00000230317,101926971,LINC01284,lincRNA,long intergenic non-protein coding RNA 1284
ENSG00000226739,NA,,lincRNA,
ENSG00000278961,3753,,protein_coding,potassium voltage-gated channel subfamily E regulatory subunit 1
ENSG00000278961,3753,,protein_coding,putative uncharacterized protein LOC388820
ENSG00000278961,3753,,protein_coding,potassium voltage-gated channel subfamily E regulatory subunit 1B
ENSG00000278961,388820,,protein_coding,potassium voltage-gated channel subfamily E regulatory subunit 1
ENSG00000278961,388820,,protein_coding,putative uncharacterized protein LOC388820
ENSG00000278961,388820,,protein_coding,potassium voltage-gated channel subfamily E regulatory subunit 1B
ENSG00000278961,102723475,,protein_coding,potassium voltage-gated channel subfamily E regulatory subunit 1
ENSG00000278961,102723475,,protein_coding,putative uncharacterized protein LOC388820
ENSG00000278961,102723475,,protein_coding,potassium voltage-gated channel subfamily E regulatory subunit 1B
ENSG00000254338,104326051,MAFA-AS1,antisense,MAFA antisense RNA 1
ENSG00000039650,11284,PNKP,protein_coding,polynucleotide kinase 3'-phosphatase
ENSG00000173402,1605,DAG1,protein_coding,dystroglycan 1
ENSG00000174982,219431,OR4S2,protein_coding,olfactory receptor family 4 subfamily S member 2
ENSG00000151914,667,DST,protein_coding,dystonin
ENSG00000253405,101410536,EVX1-AS,antisense,EVX1 antisense RNA
ENSG00000272914,NA,,sense_intronic,
ENSG00000111012,1594,CYP27B1,protein_coding,cytochrome P450 family 27 subfamily B member 1
ENSG00000185275,NA,CD24P4,processed_pseudogene,
ENSG00000225334,NA,,antisense,
ENSG00000260674,NA,,processed_pseudogene,
ENSG00000282082,NA,IGHVII-60-1,IG_V_pseudogene,
ENSG00000267579,NA,,antisense,
ENSG00000241941,NA,RPL32P26,processed_pseudogene,
ENSG00000131196,4772,NFATC1,protein_coding,nuclear factor of activated T-cells 1
ENSG00000238202,NA,,antisense,
ENSG00000144406,285175,UNC80,protein_coding,unc-80 homolog, NALCN activator
ENSG00000259222,NA,,lincRNA,
ENSG00000224602,NA,RPS26P5,processed_pseudogene,
ENSG00000218358,646024,RAET1K,transcribed_unprocessed_pseudogene,retinoic acid early transcript 1K pseudogene
ENSG00000280154,NA,,TEC,
ENSG00000145476,285440,CYP4V2,protein_coding,cytochrome P450 family 4 subfamily V member 2
ENSG00000237227,NA,,processed_pseudogene,
ENSG00000165474,2706,GJB2,protein_coding,gap junction protein beta 2
ENSG00000156136,1633,DCK,protein_coding,deoxycytidine kinase
ENSG00000244441,NA,,processed_pseudogene,
ENSG00000206145,NA,P2RX6P,transcribed_unprocessed_pseudogene,
